complaint_id,date_received,district_occurrence,general_cap_classification,summary,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",55492555,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",56579515,latino,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",55492555,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",56579515,latino,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0399,2019-08-19,0100,LACK OF SERVICE,"According to the complainant, on 8-2-19 at 5:15 PM, they did not receive proper service from officers while in the confines of the 1st District.",42412645,white,male,0100 01ST DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0399,2019-08-19,0100,LACK OF SERVICE,"According to the complainant, on 8-2-19 at 5:15 PM, they did not receive proper service from officers while in the confines of the 1st District.",16024515,white,male,0100 01ST DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0400,2019-08-15,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-11-19 at 7:00 AM, their property was not returned and they were treated unprofessionally by officers assigned to the 17th District.",69170190,black,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0400,2019-08-15,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-11-19 at 7:00 AM, their property was not returned and they were treated unprofessionally by officers assigned to the 17th District.",33468400,latino,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",47734491,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",39825364,black,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",42794935,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",42794935,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",54228441,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",47734491,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",50953828,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",72577325,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",32979165,latino,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",36713144,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",36713144,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",90630266,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",50953828,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",72577325,black,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",90630266,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",19545633,latino,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",39825364,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",32979165,latino,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",32868615,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",32868615,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",97600919,black,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",80653306,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",61748239,latino,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0401,2019-08-15,1400,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",61748239,latino,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0402,2019-08-15,2200,VERBAL ABUSE,"According to the complainant, in August 2019, they were verbally abused by an officer assigned to the 22nd District.",16920415,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0402,2019-08-15,2200,VERBAL ABUSE,"According to the complainant, in August 2019, they were verbally abused by an officer assigned to the 22nd District.",16920415,white,male,2200 22ND DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0402,2019-08-15,2200,VERBAL ABUSE,"According to the complainant, in August 2019, they were verbally abused by an officer assigned to the 22nd District.",16920415,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0402,2019-08-15,2200,VERBAL ABUSE,"According to the complainant, in August 2019, they were verbally abused by an officer assigned to the 22nd District.",97007829,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0403,2019-08-16,0600,PHYSICAL ABUSE,"According to the complainant, on 8-6-19 at 10:50 AM, they were verbally abused and threatened by an officer within the confines of the 9th District.",13421098,black,female,9801 MAYORS PROTECTION,Physical Abuse,No Sustained Findings,Not Applicable
19-0403,2019-08-16,0600,PHYSICAL ABUSE,"According to the complainant, on 8-6-19 at 10:50 AM, they were verbally abused and threatened by an officer within the confines of the 9th District.",13421098,black,female,9801 MAYORS PROTECTION,Verbal Abuse,No Sustained Findings,Not Applicable
19-0404,2019-08-19,0200,PHYSICAL ABUSE,"According to the complainant, on 8-14-19 at 2:00 PM, they were physically abused and threatened by officers while in the confines of the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0404,2019-08-19,0200,PHYSICAL ABUSE,"According to the complainant, on 8-14-19 at 2:00 PM, they were physically abused and threatened by officers while in the confines of the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0406,2019-08-21,2200,LACK OF SERVICE,"According to the complainant, on 8-14-19 at 2:00 PM, they did not receive proper service from unknown officers within the confines of the 22nd District.",21443178,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0406,2019-08-21,2200,LACK OF SERVICE,"According to the complainant, on 8-14-19 at 2:00 PM, they did not receive proper service from unknown officers within the confines of the 22nd District.",15834657,asian,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0406,2019-08-21,2200,LACK OF SERVICE,"According to the complainant, on 8-14-19 at 2:00 PM, they did not receive proper service from unknown officers within the confines of the 22nd District.",87277376,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0407,2019-08-21,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-14-19 at 8:20 PM, they were treated unprofessionally and issued false traffic citations from an officer assigned to the Highway Patrol Unit, while in the confines of the 19th District.",25987741,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
19-0408,2019-08-19,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-8-19 at 11:30 AM, they were treated unprofessionally and did not receive proper service from an officer assigned to the 25th District.",36623365,latino,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0408,2019-08-19,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-8-19 at 11:30 AM, they were treated unprofessionally and did not receive proper service from an officer assigned to the 25th District.",24895116,latino,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0408,2019-08-19,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-8-19 at 11:30 AM, they were treated unprofessionally and did not receive proper service from an officer assigned to the 25th District.",24895116,latino,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0409,2019-08-21,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-19 at 2:00 AM, they did not receive proper service from officers assigned to the 24th District.",69573251,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0409,2019-08-21,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-19 at 2:00 AM, they did not receive proper service from officers assigned to the 24th District.",77535249,white,male,2400 24TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
